Year,Authors,Title,Publication,Volume,Number,Pages,Publisher,DOIs,Relevant? Cody review,Notes,Found pdf?,Has supplementary materials? (yes/no),Is supplementary material in folder?,Supplementary material file name,Who is looking for this paper? (Initials)
1942,"Hooper, Emmet Thurman; ","Geographic variation in the eastern chipmunk, Tamias striatus, in Michigan",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1942,"Hooper, Emmet Thurman; ",The water shrew (Sorex palustris) of the southern Allegheny Mountains,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1942,"Manville, Richard H; ","Notes on the mammals of Mount Desert Island, Maine",Journal of Mammalogy,23,4,391-398,JSTOR,10.2307/1375049,,,Yes,No,NA,NA,ERC
1941,"Burt, William Henry; Hooper, Emmet Thurman; ","Notes on mammals from Sonora and Chihuahua, Mexico",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1941,Chas. W. Cotterman; ,Recent books on genetics,,,,,Science Press,,,,Yes,No,NA,NA,ERC
1941,"Dice, Lee R; ",Methods for estimating populations of mammals,The Journal of Wildlife Management,5,4,398-407,"Wiley, Wildlife Society",,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1941,"Dice, Lee R; ","Variation in the Deer-mouse, Peromyscus Maniculatus, in Parts of Oregon, California and Baja California, by Lee R. Dice",,,,,University of Michigan,,,Citation only,No,No,NA,NA,ERC
1941,"Dice, Lee R; ",Biology of the Laboratory Mouse.,,,,,"University of Chicago Press, American Society of Naturalists",,,Citation only,No,No,NA,NA,ERC
1941,"Dice, Lee Raymond; ",Variation of the Deer-mouse (Peromyscus Maniculatus) on the Sand-hills of Nebraska and Adjacent Areas,,,,,"Laboratory, University of Michigan",,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1941,"Dice, Lee Raymond; ","Variation in the Deer-mouse, Peromyscus Maniculatus, in Parts of Oregon, California and Baja California",,,,,"Laboratory, University of Michigan",,,Citation only,No,No,NA,NA,ERC
1941,"Dice, LR; Dice, DORA S; ","Age changes in the teeth of the cottontail rabbit, Sylvilagus floridanus","Michigan Academy of Sciences, Arts & Letters",26,,219-228,,,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1941,"Hooper, Emmet T; Cady, Earl R; ",Notes on certain mammals of the mountains of southwestern Virginia,Journal of Mammalogy,22,3,323-325,The Oxford University Press,,,,Yes,No,NA,NA,ERC
1941,"Hooper, Emmet Thurman; ","Mammals of the lava fields and adjoining areas in Valencia County, New Mexico",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1941,"Hooper, Emmet Thurman; ",Type localities of pocket gophers of the genus Thomomys,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1941,"Hooper, Emmet Thurman; ","The type specimen of the water buffalo, Anoa mindorensis Steere",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1940,"Burt, William Henry; ",Territorial behavior and populations of some small mammals in southern Michigan,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1940,"Burt, William Henry; ","A new pocket gopher from Lower California, Mexico",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1940,"Clausen, Jens Christian; Keck, David Daniels; Hiesey, William McKinley; ",Experimental studies on the nature of species.. 1. Effect of varied environments on western North American plants,,,,,na,,,Don't have access,No,No,NA,NA,ERC
1940,"Dice, Lee R; ",Ecologic and genetic variability within species of Peromyscus,The American Naturalist,74,752,212-221,Science Press,,,,Yes,No,NA,NA,ERC
1940,"Dice, Lee R; ",Speciation in Peromyscus,The American Naturalist,74,753,289-298,Science Press,,,,Yes,No,NA,NA,ERC
1940,"Dice, Lee R; ",Relationships between the wood-mouse and the cotton-mouse in eastern Virginia,Journal of Mammalogy,21,1,14-23,JSTOR,10.2307/1374652,,,Yes,No,NA,NA,ERC
1940,"Dice, Lee R; ",North American Mammals,Ecology,21,3,407-408,Eco Soc America,,,Don't have access,No,No,NA,NA,ERC
1940,"Dice, Lee R; ",The Tularosa malpais,The Scientific Monthly,50,5,419-424,American Association for the Advancement of Science,,,,Yes,No,NA,NA,ERC
1940,"Dice, Lee Raymond; ",Intergradation Between Two Subspecies of Deer-Mouse (Peromyscus Maniculatus) Across North Dakota,,,,,"Laboratory, University of Michigan",,,Citation only,No,No,NA,NA,ERC
1940,"Dice, Lee Raymond; ",The theoretical effectiveness of adverse selection.,The theoretical effectiveness of adverse selection.,,14,,,,,Don't have access,No,No,NA,NA,ERC
1940,"Hershkovitz, Philip; ",A new spiny mouse of the genus Neacomys from Eastern Ecuador,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1940,"Hershkovitz, Philip; ",Four new oryzomyine rodents from Ecuador,Journal of Mammalogy,21,1,78-84,JSTOR,10.2307/1374663,,,Yes,No,NA,NA,ERC
1940,"HOOPER, EMMET T; ",GEOGRAPHICAL VARIATION IN WOOD RATS OF,University of California Publications in Zoology,42,,213,University Press,,,Citation only,No,No,NA,NA,ERC
1940,"HOOPER, EMMET T; ",THE SPECIES NEOTOMA FUSCIPES,University of California Publications in Zoology,42,,213,University Press,,,Citation only,No,No,NA,NA,ERC
1940,"HOOPER, EMMET T; ",NEOTOMA FUSCIPES,University of California Publications in Zoology,42,,211,University Press,,,Citation only,No,No,NA,NA,ERC
1940,"HOOPER, EMMET T; ",IN THE twenty-seven years that have elapsed since the appearance of Gold,University of California Publications in Zoology,42,,407,University Press,,,Citation only,No,No,NA,NA,ERC
1940,"Hooper, Emmet Thurman; ",Geographic variation in bushy-tailed wood rats,,,,,University of California Press,,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1940,"Hooper, Emmet Thurman; ","New pocket gophers from the vicinity of Mount Taylor, New Mexico",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1940,"Hooper, Emmet Thurman; ",A new race of pocket gopher of the species Geomys lutescens from Colorado,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1940,"Shamel, H Harold; ",Three new mammals from Asia,Journal of Mammalogy,21,1,76-78,JSTOR,10.2307/1374662,,,Yes,No,NA,NA,ERC
1939,"Blair, W Frank; ","New mammals from Texas and Oklahoma, with remarks on the status of Thomomys texensis Bailey",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1939,"Burt, WH; ",The Rafinesque bat in Michigan,J. Mammal,20,,103,,,,,Yes,No,NA,NA,ERC
1939,"Burt, William Henry; ",A new woodrat (Neotoma mexicana) from the lava beds of southern New Mexico,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1939,"Dice, Lee R; ",The Sonoran biotic province,Ecology,20,2,118-129,JSTOR,10.2307/1930734,,,Yes,No,NA,NA,ERC
1939,"Dice, Lee R; ",A simple method for filing miniature negatives and microfilm records in strips,Science,89,2298,39-40,American Association for the Advancement of Science,10.1126/science.89.2298.39,,,Yes,No,NA,NA,ERC
1939,"Dice, Lee Raymond; ","Variation in the cactus-mouse, Peromyscus eremicus",,,,,"Laboratory, University of Michigan",,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1939,"Dice, Lee Raymond; ",Variation in the deer-mouse (Peromyscus maniculatus) in the Columbia Basin of southeastern Washington and adjacent Idaho and Oregon,,,,,"Laboratory, University of Michigan",,,Citation only,No,No,NA,NA,ERC
1939,"Dice, Lee Raymond; ","Variation in the Woodmouse, Peromyscus Leucopus, from Several Localities in New England and Nova Scotia",,,,,"Laboratory, University of Michigan",,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1939,"Dice, Lee Raymond; ",An Estimate of the Population of Deermice in the Black Hills of South Dakota and Wyoming,,,,,"Laboratory, University of Michigan",,,Citation only,No,No,NA,NA,ERC
1939,"Hooper, Emmet T; ",A Habitat in Coastal California Unfavorable to Peromyscus maniculatus,Journal of Mammalogy,20,2,257-258,The Oxford University Press,10.1093/jmammal/20.2.257b,,,Yes,No,NA,NA,ERC
1939,"Hooper, Emmet Thurman; ",San Francisco Bay as a factor influencing geographic variations in rodents,,,,,University of California,,,Citation only,No,No,NA,NA,ERC
1939,"Hooper, ET; ",Notes on the sex ratio in Nycticeius humeralis,J. Mammal,20,,369-370,,,,Citation only,No,No,NA,NA,ERC
1939,"Miller, Gerrit S; Hooper, Emmet T; Barkalow, Fred S; Smith, Laurence H; Scott, WE; Cushing, John E; Hawbecker, Albert C; Allen, Glover M; Addy, Edward; Bennitt, Rudolf; ",General Notes,Journal of Mammalogy,20,3,369-382,"American Society of Mammalogists, Oxford University Press",,,,,,,,
1938,"Blair, W Frank; ","Ecological relationships of the mammals of the Bird Creek region, northeastern Oklahoma",American Midland Naturalist,,,473-526,JSTOR,10.2307/2420288,,,Yes,No,NA,NA,ERC
1938,"Blossom, Philip M; ",Description of a new race of pocket gopher (Geomys lutescens hylaeus) from northwestern Nebraska,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Burt, WH; ",A new spotted skunk (Spilogale) from Yucatan,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Burt, William Henry; ","Faunal relationships and geographic distribution of mammals in Sonora, Mexico",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Burt, William Henry; ",A new water-shrew (Sorex palustris) from Labrador,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Chitty, Dennis; ",The Survival of Mammals,,,,,"Wiley, British Ecological Society",,,Citation only,No,No,NA,NA,ERC
1938,"Dice, Lee R; ",Some census methods for mammals,The journal of Wildlife management,2,3,119-130,"Wiley, Wildlife Society",10.2307/3796432,,,Yes,No,NA,NA,ERC
1938,"Dice, Lee R; ",The Canadian biotic province with special reference to the mammals,Ecology,19,4,503-514,JSTOR,10.2307/1930930,,,Yes,No,NA,NA,ERC
1938,"Dice, Lee R; ","Variation in nine stocks of the deer-mouse, Peromyscus maniculatus, from Arizona",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Dice, LR; ",Bryant Walker,,,,,JSTOR,,,Not enough info,No,No,NA,NA,ERC
1938,"Dice, LR; ",Frank Nelson Blanchard,,,,,JSTOR,,,Not enough info,No,No,NA,NA,ERC
1938,"Harris Jr, WP; Hershkovitz, Philip; ",Two new squirrels from Ecuador,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Hershkovitz, Philip; ",A review of the rabbits of the andinus group and their distribution in Ecuador,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1938,"Hooper, Emmet T; ",Geographical variation in wood rats of the species Neotoma fuscipes,,,,,University of California Press,,,Original copy at RMC; will have to be scanned,No,No,NA,NA,ERC
1937,"Bartlett, Harley Harris; Dice, Lee Raymond; Imlay, Ralph Willard; Kellum, Lewis Burnett; Rust, George W; Watson, Edward Hahn; ","The geology and biology of the San Carlos mountains, Tamaulipas, Mexico: reports of the University of Michigan expedition to the San Carlos mountains in 1930",,,,,University of Michigan Press,,,Citation only,No,No,NA,NA,ERC
1937,"Burt, William Henry; ",A new pocket gopher (Heterogeomys) from British Honduras,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1937,"Burt, William Henry; ","A new pocket gopher (Thomomys) from southern Sonora, Mexico",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1937,"Dice, Lee R; ",The common names of mammals,Journal of Mammalogy,18,2,223-225,JSTOR,,,10.2307/1374472,Yes,No,NA,NA,ERC
1937,"Dice, Lee R; ","Fertility Relations in the Peromyscus Leucopus Group of Mice, by Lee R. Dice",,,,,"Mich., University of Michigan",,,Citation only,No,No,NA,NA,ERC
1937,"Dice, Lee R; Liebe, Margaret; ","Partial Infertility Between 2 Members of the Peromyscus Truei Group of Mice, by Lee R. Dice and Margaret Liebe",,,,,"Mich., University of Michigan",,,Citation only,No,No,NA,NA,ERC
1937,"Dice, Lee Raymond; ",Fertility relations in the Peromyscus leucopus group of mice,,,,,"Laboratory, University of Michigan",,,Citation only,No,No,NA,NA,ERC
1937,"Dice, Lee Raymond; ","Variation in the wood-mouse, Peromyscus leucopus noveboracensis, in the northeastern United States",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1937,"Dice, Lee Raymond; ","Additional data on variation in the prairie deer-mouse, Peromyscus maniculatus bairdii",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1937,"Dice, Lee Raymond; Blossom, Philip M; ",Studies of mammalian ecology in southwestern North America with special attention to the colors of desert mammals,,,,,,,,Citation only,No,No,NA,NA,ERC
1937,"Dice, Lee Raymond; Liebe, Margaret; ",Partial infertility between two members of the Peromyscus truei group of mice,,,,,"Laboratory, University of Michigan",,,Citation only,No,No,NA,NA,ERC
1937,"HOOPER, EMMET T; ",GEOGRAPHIC VARIATION IN BUSHY-TAILED,Structural Modifications in the Hawaiian Goose (Nesochen Sandvicensis): A Study in Adaptive Evolution,42,,407,University of California Press,,,Citation only,No,No,NA,NA,ERC
1936,"Burt, William Henry; ",A study of the baculum in the genera Perognathus and Dipodomys,Journal of Mammalogy,17,2,145-156,JSTOR,10.2307/1374190,,,Yes,No,NA,NA,ERC
1936,"Burt, William Henry; ",Notes on the habits of the Mohave ground squirrel,Journal of Mammalogy,17,3,221-224,JSTOR,10.2307/1374417,,,Yes,No,NA,NA,ERC
1936,"Burt, William Henry; ",The resident birds of southern Michigan...,,7,,,Cranbrook Institute of Science,,,Unknown title,No,No,NA,NA,ERC
1936,"Dice, Lee R; ",Age variation in Peromyscus maniculatus gracilis,Journal of Mammalogy,17,1,55-57,JSTOR,10.2307/1374552,,,Yes,No,NA,NA,ERC
1936,"Dice, Lee R; ","scendants of a single pair of animals, whose offspring later","Occasional Papers of the Museum of Zoology, University of Michigan",,,1,University of Michigan,,,Unknown title,No,No,NA,NA,ERC
1936,"Dice, Lee R; Leraas, Harold J; ","A Graphic Method for Comparing Several Sets of Measurements, by Lee R. Dice and Harold J. Leraas",,,,,University of Michigan,,,Citation only,No,No,NA,NA,ERC
1936,"Hooper, Emmet T; ",The Taxonomic Status of Dipodomys Heermanni Berkeleyensis Grinnell,Journal of Mammalogy,17,4,418-419,The Oxford University Press,10.1093/jmammal/17.4.418-a,,,Yes,No,NA,NA,ERC
1935,"Anthony, HE; Dice, Lee R; Grant, Madison; Grinnell, Joseph; Palmer, TS; ",Seventeenth Annual Meeting of the American Society of Mammalogists,Journal of Mammalogy,16,3,234-241,American Society of Mammalogists,,,,Yes,No,NA,NA,ERC
1935,"Dice, Lee R; ",Inheritance of waltzing and of epilepsy in mice of the genus Peromyscus,Journal of Mammalogy,16,1,25-35,JSTOR,10.2307/1374527,,,Yes,No,NA,NA,ERC
1935,"Dice, Lee R; ","A study of racial hybrids in the deer-mouse, Peromyscus maniculatus",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1935,"Dice, Lee R; ",SCIENCE ARTS AND LETTERS 117 IN MEMORIAM BRYANT WALKER Second president of the Michigan Academy of Science,"Annual Report of the Michigan Academy of Science, Arts, and Letters",,38-44,117,The Academy,,,Unknown title,No,No,NA,NA,ERC
1935,"Dice, Lee R; ",A Cream Variation of Pelage Color in Peromyscus,Journal of Mammalogy,16,2,154-154,The Oxford University Press,10.1093/jmammal/16.2.154,,,Yes,No,NA,NA,ERC
1934,"Burt, WH; ","A new rice rat (Oryzomys) from Sonora, Mexico",Proceedings of the Biological Society of Washington,47,,107-108,,,,Citation only,No,No,NA,NA,ERC
1934,"Burt, William Henry; ",The mammals of southern Nevada,,,,,San Diego Society of Natural History,,,Citation only,No,No,NA,NA,ERC
1934,"Burt, William Henry; ","Subgeneric allocation of the white-footed mouse, Peromyscus slevini, from the Gulf of California, Mexico",Journal of Mammalogy,15,2,159-160,The Oxford University Press,10.1093/jmammal/15.2.159,,,Yes,No,NA,NA,ERC
1934,"Burt, William Henry; Campbell, Berry; ",Two new pocket gophers (Thomomys) from southern Arizona,Journal of Mammalogy,15,2,150-151,JSTOR,10.2307/1373985,,,Yes,No,NA,NA,ERC
1934,"Hesse, Curtis J; ",Another record of the fossil vole Mimomys primus (Wilson) from California,Journal of Mammalogy,15,3,246-246,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence …",10.1093/jmammal/15.3.246-b,,,Yes,No,NA,NA,ERC
1933,"Burt, Harold A; ",Typographical composing and distributing machine,,,,,"US Patent 1,928,716",,,Unknown title,No,No,NA,NA,ERC
1933,"Burt, WH; ","An undescribed jack-rabbit, genus Lepus, from Carmen Island, Gulf of California, Mexico",Proceedings of the Biological Society of Washington,46,,37-38,,,,Citation only,No,No,NA,NA,ERC
1933,"BURT, WH; GRINNELL, J; ","Agr., Bur. Biol. Surv., N. Am. Fauna, 39: 136 pp., 8 pls., 10 figs. in",University of California Publications in Zoology,38,,6,University of California Press,,,Unknown title,No,No,NA,NA,ERC
1933,"Burt, William Henry; ",On the breeding habits of pocket gophers,The Murrelet,,,42-42,Pacific Northwest Bird and Mammal Society,,,Citation only,No,No,NA,NA,ERC
1933,"Burt, William Henry; ",An undescribed high-mountain gopher (Thomomys) from southern Nevada,Journal of Mammalogy,14,1,56-57,JSTOR,10.2307/1374036,,,Yes,No,NA,NA,ERC
1933,"Burt, William Henry; ",Additional notes on the mammals of southern Arizona,Journal of Mammalogy,14,2,114-122,"American Society of Mammalogists, Oxford University Press",10.2307/1374014,,,Yes,No,NA,NA,ERC
1933,"Dice, Lee R; ",Fertility relationships between some of the species and subspecies of mice in the genus Peromyscus,Journal of Mammalogy,14,4,298-305,JSTOR,10.2307/1373945,,,Yes,No,NA,NA,ERC
1933,"Dice, Lee R; ",Longevity in Peromyscus maniculatus gracilis,Journal of Mammalogy,14,2,147-148,The Oxford University Press,10.2307/1374020,,,Yes,No,NA,NA,ERC
1933,"Dice, Lee R; ","The inheritance of dichromatism in the deermouse, Peromyscus maniculatus blandus",The American Naturalist,67,713,571-574,Science Press,,,,Yes,No,NA,NA,ERC
1933,"Dice, Lee R; ",Variation in Peromyscus maniculatus rufinus from Colorado and New Mexico,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1933,"Dice, Lee R; ",A Correction Concerning the Species of Cottontail That Bred in Captivity,Journal of Mammalogy,14,2,162-162,The Oxford University Press,10.1093/jmammal/14.2.162-a,,,Yes,No,NA,NA,ERC
1933,"Dice, Lee R; ",1-year age class; both sexes together,"Occasional Papers of the Museum of Zoology, University of Michigan",,,,University of Michigan,,,Unknown title,No,No,NA,NA,ERC
1932,"Burt, William Henry; ","Descriptions of heretofore unknown mammals from islands in the Gulf of California, Mexico",,,,,,,,Citation only,No,No,NA,NA,ERC
1932,"Burt, William Henry; ",Machaerodus catocopis Cope from the Pliocene of Texas,,,,,University of California Press,,,Citation only,No,No,NA,NA,ERC
1932,"Burt, William Henry; ",The fish-eating habits of Pizonyx vivesi (Menegaux),Journal of Mammalogy,13,4,363-365,The Oxford University Press,10.2307/1374142,,,Yes,No,NA,NA,ERC
